MEd,beff,bw,h,hf,cnom,fck,fi,n1,d,As1,ro1,As2,ro2,n2,Mcr,MRd,Wk,Cost
1550.0,900.0,800.0,500.0,100.0,30,20,25,8,457.5,3926.9908169872415,0.009578026382895712,0,0,0,163.18958,672.8637,0.8008084,297.2416904850505
1550.0,900.0,800.0,500.0,100.0,30,20,25,9,457.5,4417.864669110647,0.010775279680757675,0,0,0,172.9493,738.9796,0.6858603,316.45940179568186
1550.0,900.0,800.0,500.0,100.0,30,20,25,10,457.5,4908.738521234051,0.011972532978619638,0,0,0,181.66824,798.93915,0.6000984,335.6771131063131
1550.0,900.0,800.0,500.0,100.0,30,20,25,11,457.5,5399.612373357457,0.013169786276481603,0,0,0,190.77373,855.27075,0.53271824,354.8948244169444
1550.0,900.0,800.0,500.0,100.0,30,20,25,12,457.5,5890.486225480862,0.014367039574343566,0,0,0,199.24402,894.9469,0.47803554,374.11253572757573
1550.0,900.0,800.0,500.0,100.0,30,20,25,13,457.5,6381.360077604268,0.01556429287220553,0,0,0,208.84767,912.60547,0.4327623,393.33024703820706
1550.0,900.0,800.0,500.0,100.0,30,20,25,14,457.5,6872.233929727672,0.016761546170067494,0,0,0,218.54105,927.5306,0.39458147,412.5479583488383
1550.0,900.0,800.0,500.0,100.0,30,20,25,15,457.5,7363.107781851078,0.017958799467929457,0,0,0,227.70175,938.4631,0.36208394,431.76566965946967
1550.0,900.0,800.0,500.0,100.0,30,20,28,1,456.0,615.7521601035994,0.0015018345368380474,0,0,0,95.73952,115.16727,16.460241,167.6066970680559
1550.0,900.0,800.0,500.0,100.0,30,20,28,2,456.0,1231.5043202071988,0.0030036690736760948,0,0,0,110.01611,229.32071,5.0659084,191.71339413611184
1550.0,900.0,800.0,500.0,100.0,30,20,28,3,456.0,1847.2564803107985,0.004505503610514143,0,0,0,120.3386,340.04556,2.605504,215.82009120416774
1550.0,900.0,800.0,500.0,100.0,30,20,28,4,456.0,2463.0086404143976,0.0060073381473521896,0,0,0,130.4346,443.15717,1.6469204,239.92678827222366
1550.0,900.0,800.0,500.0,100.0,30,20,28,5,456.0,3078.7608005179973,0.007509172684190237,0,0,0,142.71562,540.8492,1.1766648,264.0334853402796
1550.0,900.0,800.0,500.0,100.0,30,20,28,6,456.0,3694.512960621597,0.009011007221028286,0,0,0,154.64857,636.2595,0.9104099,288.1401824083355
1550.0,900.0,800.0,500.0,100.0,30,20,28,7,456.0,4310.2651207251965,0.010512841757866332,0,0,0,165.28445,723.28424,0.7394826,312.2468794763914
1550.0,900.0,800.0,500.0,100.0,30,20,28,8,456.0,4926.017280828795,0.012014676294704379,0,0,0,176.4066,799.43536,0.62092954,336.3535765444473
1550.0,900.0,800.0,500.0,100.0,30,20,28,9,456.0,5541.769440932395,0.013516510831542426,0,0,0,188.00746,867.14966,0.5338866,360.4602736125032
1550.0,900.0,800.0,500.0,100.0,30,20,28,10,456.0,6157.5216010359945,0.015018345368380474,0,0,0,200.40869,901.6857,0.4682255,384.56697068055917
1550.0,900.0,800.0,500.0,100.0,30,20,28,11,456.0,6773.273761139594,0.01652017990521852,0,0,0,212.23843,919.44653,0.4157505,408.6736677486151
1550.0,900.0,800.0,500.0,100.0,30,20,28,12,456.0,7389.025921243194,0.01802201444205657,0,0,0,223.64935,928.86676,0.3722803,432.780364816671
1550.0,900.0,800.0,500.0,100.0,30,20,28,13,456.0,8004.7780813467925,0.019523848978894615,0,0,0,234.23125,935.2921,0.33633685,456.88706188472696
1550.0,900.0,800.0,500.0,100.0,30,20,32,1,454.0,804.247719318987,0.0019615798032170417,0,0,0,102.726395,150.04773,11.595423,174.98629821133835
1550.0,900.0,800.0,500.0,100.0,30,20,32,2,454.0,1608.495438637974,0.003923159606434083,0,0,0,118.88026,296.8184,3.5691724,206.47259642267667
1550.0,900.0,800.0,500.0,100.0,30,20,32,3,454.0,2412.743157956961,0.005884739409651125,0,0,0,132.28172,434.16922,1.8507743,237.958894634015
1550.0,900.0,800.0,500.0,100.0,30,20,32,4,454.0,3216.990877275948,0.007846319212868167,0,0,0,146.05191,559.308,1.1863644,269.44519284535335
1550.0,900.0,800.0,500.0,100.0,30,20,32,5,454.0,4021.238596594935,0.009807899016085208,0,0,0,158.37381,681.63947,0.8628851,300.9314910566917
1550.0,900.0,800.0,500.0,100.0,30,20,32,6,454.0,4825.486315913922,0.01176947881930225,0,0,0,172.3092,782.7827,0.67237616,332.41778926803005
1550.0,900.0,800.0,500.0,100.0,30,20,32,7,454.0,5629.734035232909,0.01373105862251929,0,0,0,185.16295,870.8275,0.5489521,363.9040874793684
1550.0,900.0,800.0,500.0,100.0,30,20,32,8,454.0,6433.981754551896,0.015692638425736333,0,0,0,199.56036,903.23663,0.4624964,395.39038569070675
1550.0,900.0,800.0,500.0,100.0,30,20,32,9,454.0,7238.229473870883,0.017654218228953373,0,0,0,213.59218,920.1505,0.39799047,426.8766839020451
1550.0,900.0,800.0,500.0,100.0,30,20,32,10,454.0,8042.47719318987,0.019615798032170416,0,0,0,228.14581,927.7791,0.34763566,458.3629821133834
1550.0,900.0,800.0,500.0,100.0,30,20,32,11,454.0,8846.724912508857,0.021577377835387455,0,0,0,242.10344,938.24164,0.3076728,489.84928032472175
1550.0,900.0,800.0,500.0,100.0,30,20,32,12,454.0,9650.972631827844,0.0235389576386045,0,0,0,254.65538,948.55743,0.27576688,521.3355785360601
1550.0,900.0,800.0,500.0,100.0,30,25,8,1,466.0,50.26548245743669,0.0001225987377010651,0,0,0,67.11791,10.199115,340.83585,165.96538036408577
1550.0,900.0,800.0,500.0,100.0,30,25,8,2,466.0,100.53096491487338,0.0002451974754021302,0,0,0,71.85311,20.028088,111.94995,167.93076072817155
1550.0,900.0,800.0,500.0,100.0,30,25,8,3,466.0,150.79644737231007,0.0003677962131031953,0,0,0,75.72251,29.741581,58.051018,169.89614109225732
1550.0,900.0,800.0,500.0,100.0,30,25,8,4,466.0,201.06192982974676,0.0004903949508042604,0,0,0,79.79115,39.44213,36.614265,171.86152145634307
1550.0,900.0,800.0,500.0,100.0,30,25,8,5,466.0,251.32741228718345,0.0006129936885053255,0,0,0,83.128784,49.173985,26.082834,173.82690182042887
1550.0,900.0,800.0,500.0,100.0,30,25,8,6,466.0,301.59289474462014,0.0007355924262063906,0,0,0,86.24121,58.92387,19.834158,175.79228218451462
1550.0,900.0,800.0,500.0,100.0,30,25,8,7,466.0,351.85837720205683,0.0008581911639074557,0,0,0,89.123634,68.75653,15.738892,177.75766254860042
1550.0,900.0,800.0,500.0,100.0,30,25,8,8,466.0,402.1238596594935,0.0009807899016085208,0,0,0,91.606064,78.59082,12.883913,179.7230429126862
1550.0,900.0,800.0,500.0,100.0,30,25,8,9,466.0,452.3893421169302,0.0011033886393095858,0,0,0,93.827736,88.42652,10.8075905,181.68842327677197
1550.0,900.0,800.0,500.0,100.0,30,25,8,10,466.0,502.6548245743669,0.001225987377010651,0,0,0,95.70183,98.26345,9.233403,183.65380364085775
1550.0,900.0,800.0,500.0,100.0,30,25,8,11,466.0,552.9203070318035,0.001348586114711716,0,0,0,97.3515,108.123314,7.9770784,185.6191840049435
1550.0,900.0,800.0,500.0,100.0,30,25,8,12,466.0,603.1857894892403,0.0014711848524127811,0,0,0,99.10959,118.00276,6.977217,187.58456436902927
1550.0,900.0,800.0,500.0,100.0,30,25,8,13,466.0,653.451271946677,0.0015937835901138463,0,0,0,101.049416,127.886284,6.165223,189.54994473311507
1550.0,900.0,800.0,500.0,100.0,30,25,8,14,466.0,703.7167544041137,0.0017163823278149113,0,0,0,102.84255,137.77342,5.5003304,191.51532509720084
1550.0,900.0,800.0,500.0,100.0,30,25,8,15,466.0,753.9822368615503,0.0018389810655159763,0,0,0,104.48446,147.56628,4.9487453,193.48070546128662
1550.0,900.0,800.0,500.0,100.0,30,25,8,16,466.0,804.247719318987,0.0019615798032170417,0,0,0,105.751884,157.28308,4.4892592,195.4460858253724
1550.0,900.0,800.0,500.0,100.0,30,25,8,17,466.0,854.5132017764238,0.0020841785409181066,0,0,0,107.00004,166.99258,4.102224,197.41146618945817
1550.0,900.0,800.0,500.0,100.0,30,25,8,18,466.0,904.7786842338604,0.0022067772786191716,0,0,0,108.38636,176.69533,3.774105,199.3768465535439
1550.0,900.0,800.0,500.0,100.0,30,25,8,19,466.0,955.044166691297,0.0023293760163202366,0,0,0,109.76298,186.3916,3.4935362,201.34222691762972
1550.0,900.0,800.0,500.0,100.0,30,25,8,20,466.0,1005.3096491487338,0.002451974754021302,0,0,0,111.20626,195.95844,3.249306,203.3076072817155
1550.0,900.0,800.0,500.0,100.0,30,25,8,21,466.0,1055.5751316061705,0.0025745734917223674,0,0,0,112.860596,205.40097,3.04039,205.27298764580127
1550.0,900.0,800.0,500.0,100.0,30,25,8,22,466.0,1105.840614063607,0.002697172229423432,0,0,0,114.44312,214.8117,2.8564122,207.23836800988704
1550.0,900.0,800.0,500.0,100.0,30,25,8,23,466.0,1156.1060965210438,0.002819770967124497,0,0,0,115.917336,224.20663,2.6954672,209.20374837397281
1550.0,900.0,800.0,500.0,100.0,30,25,8,24,466.0,1206.3715789784806,0.0029423697048255623,0,0,0,117.38808,233.58646,2.5532713,211.1691287380586
1550.0,900.0,800.0,500.0,100.0,30,25,8,25,466.0,1256.6370614359173,0.0030649684425266277,0,0,0,118.82262,242.95183,2.4250386,213.13450910214436
1550.0,900.0,800.0,500.0,100.0,30,25,8,26,466.0,1306.902543893354,0.0031875671802276927,0,0,0,120.25159,252.30344,2.307229,215.0998894662301
1550.0,900.0,800.0,500.0,100.0,30,25,8,27,466.0,1357.1680263507906,0.0033101659179287576,0,0,0,121.90102,261.64157,2.1987014,217.0652698303159
1550.0,900.0,800.0,500.0,100.0,30,25,10,1,465.0,78.53981633974483,0.00019156052765791423,0,0,0,70.2539,15.674149,205.795,167.070906818884
1550.0,900.0,800.0,500.0,100.0,30,25,10,2,465.0,157.07963267948966,0.00038312105531582846,0,0,0,76.71253,30.761072,66.81207,170.14181363776805
1550.0,900.0,800.0,500.0,100.0,30,25,10,3,465.0,235.61944901923448,0.0005746815829737426,0,0,0,82.52228,45.691063,34.58927,173.21272045665205
1550.0,900.0,800.0,500.0,100.0,30,25,10,4,465.0,314.1592653589793,0.0007662421106316569,0,0,0,88.079094,60.811302,22.111898,176.28362727553608
1550.0,900.0,800.0,500.0,100.0,30,25,10,5,465.0,392.6990816987241,0.000957802638289571,0,0,0,92.71316,76.093735,15.691365,179.35453409442013
1550.0,900.0,800.0,500.0,100.0,30,25,10,6,465.0,471.23889803846896,0.0011493631659474852,0,0,0,95.80816,91.37119,11.858321,182.42544091330413
1550.0,900.0,800.0,500.0,100.0,30,25,10,7,465.0,549.7787143782137,0.0013409236936053994,0,0,0,98.81131,106.61846,9.325651,185.49634773218813
1550.0,900.0,800.0,500.0,100.0,30,25,10,8,465.0,628.3185307179587,0.0015324842212633139,0,0,0,101.16767,121.86817,7.571228,188.56725455107218
1550.0,900.0,800.0,500.0,100.0,30,25,10,9,465.0,706.8583470577034,0.0017240447489212279,0,0,0,103.14995,137.1202,6.306054,191.6381613699562
1550.0,900.0,800.0,500.0,100.0,30,25,10,10,465.0,785.3981633974482,0.001915605276579142,0,0,0,105.16033,152.37402,5.3568015,194.7090681888402
1550.0,900.0,800.0,500.0,100.0,30,25,10,11,465.0,863.9379797371931,0.0021071658042370565,0,0,0,107.243576,167.62973,4.615943,197.7799750077242
1550.0,900.0,800.0,500.0,100.0,30,25,10,12,465.0,942.4777960769379,0.0022987263318949703,0,0,0,109.53606,182.71667,4.02476,200.8508818266083
1550.0,900.0,800.0,500.0,100.0,30,25,10,13,465.0,1021.0176124166827,0.0024902868595528846,0,0,0,111.82073,197.78166,3.5499704,203.92178864549228
1550.0,900.0,800.0,500.0,100.0,30,25,10,14,465.0,1099.5574287564275,0.002681847387210799,0,0,0,114.17407,212.65337,3.1764536,206.99269546437628
1550.0,900.0,800.0,500.0,100.0,30,25,10,15,465.0,1178.0972450961724,0.002873407914868713,0,0,0,116.63033,227.42561,2.8719876,210.06360228326034
1550.0,900.0,800.0,500.0,100.0,30,25,10,16,465.0,1256.6370614359173,0.0030649684425266277,0,0,0,118.78059,242.1718,2.6229892,213.13450910214436
1550.0,900.0,800.0,500.0,100.0,30,25,10,17,465.0,1335.176877775662,0.0032565289701845415,0,0,0,120.82992,256.87897,2.4115694,216.20541592102836
1550.0,900.0,800.0,500.0,100.0,30,25,10,18,465.0,1413.7166941154069,0.0034480894978424557,0,0,0,122.871506,271.41464,2.2317307,219.27632273991242
1550.0,900.0,800.0,500.0,100.0,30,25,10,19,465.0,1492.2565104551518,0.0036396500255003704,0,0,0,125.04789,285.92044,2.0821202,222.3472295587964
1550.0,900.0,800.0,500.0,100.0,30,25,10,20,465.0,1570.7963267948965,0.003831210553158284,0,0,0,127.34283,300.39798,1.9504122,225.41813637768044
1550.0,900.0,800.0,500.0,100.0,30,25,10,21,465.0,1649.3361431346414,0.004022771080816199,0,0,0,129.79945,314.84888,1.8335472,228.4890431965645
1550.0,900.0,800.0,500.0,100.0,30,25,10,22,465.0,1727.8759594743863,0.004214331608474113,0,0,0,132.50832,329.27417,1.7275244,231.5599500154485
1550.0,900.0,800.0,500.0,100.0,30,25,10,23,465.0,1806.415775814131,0.0044058921361320265,0,0,0,135.40585,343.6578,1.6311259,234.6308568343325
1550.0,900.0,800.0,500.0,100.0,30,25,10,24,465.0,1884.9555921538758,0.004597452663789941,0,0,0,138.25688,357.85107,1.5438757,237.70176365321652
1550.0,900.0,800.0,500.0,100.0,30,25,10,25,465.0,1963.4954084936207,0.004789013191447856,0,0,0,141.06148,371.78433,1.4646974,240.77267047210057
1550.0,900.0,800.0,500.0,100.0,30,25,12,1,464.0,113.09733552923255,0.00027584715982739645,0,0,0,74.802185,22.250736,135.22513,168.42210581919298
1550.0,900.0,800.0,500.0,100.0,30,25,12,2,464.0,226.1946710584651,0.0005516943196547929,0,0,0,82.949615,43.65676,43.80401,172.84421163838599
1550.0,900.0,800.0,500.0,100.0,30,25,12,3,464.0,339.29200658769764,0.0008275414794821894,0,0,0,90.32438,65.114174,22.565075,177.26631745757896
1550.0,900.0,800.0,500.0,100.0,30,25,12,4,464.0,452.3893421169302,0.0011033886393095858,0,0,0,96.45287,86.93874,14.336985,181.68842327677197
1550.0,900.0,800.0,500.0,100.0,30,25,12,5,464.0,565.4866776461628,0.0013792357991369824,0,0,0,101.165596,108.77723,10.079419,186.11052909596498
1550.0,900.0,800.0,500.0,100.0,30,25,12,6,464.0,678.5840131753953,0.0016550829589643788,0,0,0,103.83635,130.63454,7.5592003,190.53263491515793
1550.0,900.0,800.0,500.0,100.0,30,25,12,7,464.0,791.6813487046279,0.0019309301187917754,0,0,0,106.44737,152.50761,5.922648,194.95474073435093
1550.0,900.0,800.0,500.0,100.0,30,25,12,8,464.0,904.7786842338604,0.0022067772786191716,0,0,0,108.8208,174.32928,4.7952056,199.3768465535439
1550.0,900.0,800.0,500.0,100.0,30,25,12,9,464.0,1017.8760197630929,0.0024826244384465682,0,0,0,112.07654,196.18655,3.9822965,203.79895237273692
1550.0,900.0,800.0,500.0,100.0,30,25,12,10,464.0,1130.9733552923256,0.002758471598273965,0,0,0,115.49724,217.60704,3.3733134,208.22105819192993
1550.0,900.0,800.0,500.0,100.0,30,25,12,11,464.0,1244.0706908215582,0.0030343187581013615,0,0,0,119.019554,238.67743,2.9042814,212.6431640111229
1550.0,900.0,800.0,500.0,100.0,30,25,12,12,464.0,1357.1680263507906,0.0033101659179287576,0,0,0,122.02942,259.72696,2.5508049,217.0652698303159
1550.0,900.0,800.0,500.0,100.0,30,25,12,13,464.0,1470.2653618800232,0.0035860130777561543,0,0,0,124.604805,280.77313,2.2774518,221.48737564950892
1550.0,900.0,800.0,500.0,100.0,30,25,12,14,464.0,1583.3626974092558,0.003861860237583551,0,0,0,126.98222,301.77655,2.0577762,225.9094814687019
1550.0,900.0,800.0,500.0,100.0,30,25,12,15,464.0,1696.4600329384882,0.004137707397410947,0,0,0,129.68706,322.6407,1.8730248,230.33158728789488
1550.0,900.0,800.0,500.0,100.0,30,25,12,16,464.0,1809.5573684677208,0.004413554557238343,0,0,0,133.03885,343.1245,1.7181661,234.75369310708788
1550.0,900.0,800.0,500.0,100.0,30,25,12,17,464.0,1922.6547039969535,0.00468940171706574,0,0,0,136.34473,363.46353,1.5880959,239.17579892628086
1550.0,900.0,800.0,500.0,100.0,30,25,12,18,464.0,2035.7520395261859,0.0049652488768931365,0,0,0,139.55003,383.4319,1.4756484,243.59790474547387
1550.0,900.0,800.0,500.0,100.0,30,25,12,19,464.0,2148.8493750554185,0.005241096036720533,0,0,0,143.26968,402.85864,1.3768517,248.02001056466685
1550.0,900.0,800.0,500.0,100.0,30,25,12,20,464.0,2261.946710584651,0.00551694319654793,0,0,0,146.85486,422.21875,1.2883855,252.44211638385985
1550.0,900.0,800.0,500.0,100.0,30,25,12,21,464.0,2375.0440461138837,0.005792790356375326,0,0,0,150.45631,441.87805,1.2097071,256.8642222030528
1550.0,900.0,800.0,500.0,100.0,30,25,12,22,464.0,2488.1413816431163,0.006068637516202723,0,0,0,154.0276,461.47443,1.1393877,261.28632802224587
1550.0,900.0,800.0,500.0,100.0,30,25,12,23,464.0,2601.2387171723485,0.006344484676030118,0,0,0,157.6271,481.01093,1.0761025,265.7084338414388
1550.0,900.0,800.0,500.0,100.0,30,25,14,1,463.0,153.93804002589985,0.00037545863420951185,0,0,0,79.27743,29.924208,94.640686,170.0189773650127
1550.0,900.0,800.0,500.0,100.0,30,25,14,2,463.0,307.8760800517997,0.0007509172684190237,0,0,0,89.038345,58.755642,30.238243,176.03795473002535
1550.0,900.0,800.0,500.0,100.0,30,25,14,3,463.0,461.8141200776996,0.0011263759026285357,0,0,0,97.21214,88.058685,15.475085,182.05693209503806
1550.0,900.0,800.0,500.0,100.0,30,25,14,4,463.0,615.7521601035994,0.0015018345368380474,0,0,0,102.85595,117.557014,9.746606,188.0759094600507
1550.0,900.0,800.0,500.0,100.0,30,25,14,5,463.0,769.6902001294993,0.0018772931710475593,0,0,0,106.87541,147.0852,6.8187566,194.0948868250634
1550.0,900.0,800.0,500.0,100.0,30,25,14,6,463.0,923.6282401553992,0.0022527518052570714,0,0,0,110.03012,176.66814,5.107149,200.11386419007607
1550.0,900.0,800.0,500.0,100.0,30,25,14,7,463.0,1077.5662801812991,0.002628210439466583,0,0,0,113.69344,206.30365,3.9980516,206.13284155508882
1550.0,900.0,800.0,500.0,100.0,30,25,14,8,463.0,1231.5043202071988,0.0030036690736760948,0,0,0,118.63257,235.54019,3.2342098,212.15181892010145
1550.0,900.0,800.0,500.0,100.0,30,25,14,9,463.0,1385.4423602330987,0.0033791277078856065,0,0,0,122.82212,264.0694,2.683433,218.17079628511416
1550.0,900.0,800.0,500.0,100.0,30,25,14,10,463.0,1539.3804002589986,0.0037545863420951186,0,0,0,126.777,292.47525,2.2840114,224.18977365012685
1550.0,900.0,800.0,500.0,100.0,30,25,14,11,463.0,1693.3184402848985,0.00413004497630463,0,0,0,131.00464,320.6175,1.9934934,230.2087510151395
1550.0,900.0,800.0,500.0,100.0,30,25,14,12,463.0,1847.2564803107985,0.004505503610514143,0,0,0,135.26381,348.56415,1.766903,236.2277283801522
1550.0,900.0,800.0,500.0,100.0,30,25,14,13,463.0,2001.1945203366981,0.004880962244723654,0,0,0,139.72421,376.24756,1.5853251,242.2467057451649
1550.0,900.0,800.0,500.0,100.0,30,25,14,14,463.0,2155.1325603625983,0.005256420878933166,0,0,0,144.00014,403.1515,1.4352348,248.2656831101776
1550.0,900.0,800.0,500.0,100.0,30,25,14,15,463.0,2309.070600388498,0.005631879513142678,0,0,0,148.0584,429.60663,1.3109013,254.28466047519026
1550.0,900.0,800.0,500.0,100.0,30,25,14,16,463.0,2463.0086404143976,0.0060073381473521896,0,0,0,151.90334,456.26315,1.2065791,260.30363784020295
1550.0,900.0,800.0,500.0,100.0,30,25,14,17,463.0,2616.9466804402978,0.006382796781561702,0,0,0,156.09253,482.80814,1.116391,266.3226152052156
1550.0,900.0,800.0,500.0,100.0,30,25,14,18,463.0,2770.8847204661975,0.006758255415771213,0,0,0,160.36603,509.24814,1.0368111,272.3415925702283
1550.0,900.0,800.0,500.0,100.0,30,25,14,19,463.0,2924.8227604920976,0.0071337140499807255,0,0,0,164.94455,535.58954,0.9665155,278.360569935241
1550.0,900.0,800.0,500.0,100.0,30,25,14,20,463.0,3078.7608005179973,0.007509172684190237,0,0,0,169.19043,561.2764,0.90594345,284.37954730025365
1550.0,900.0,800.0,500.0,100.0,30,25,14,21,463.0,3232.698840543897,0.007884631318399749,0,0,0,173.7284,586.7932,0.85200346,290.3985246652664
1550.0,900.0,800.0,500.0,100.0,30,25,14,22,463.0,3386.636880569797,0.00826008995260926,0,0,0,178.1436,612.202,0.8038603,296.417502030279
1550.0,900.0,800.0,500.0,100.0,30,25,16,1,462.0,201.06192982974676,0.0004903949508042604,0,0,0,83.99563,38.713306,68.77496,171.86152145634307
1550.0,900.0,800.0,500.0,100.0,30,25,16,2,462.0,402.1238596594935,0.0009807899016085208,0,0,0,94.45314,76.309494,21.640997,179.7230429126862
1550.0,900.0,800.0,500.0,100.0,30,25,16,3,462.0,603.1857894892403,0.0014711848524127811,0,0,0,102.24162,114.32542,11.04747,187.58456436902927
1550.0,900.0,800.0,500.0,100.0,30,25,16,4,462.0,804.247719318987,0.0019615798032170417,0,0,0,108.08084,152.6179,6.926565,195.4460858253724
1550.0,900.0,800.0,500.0,100.0,30,25,16,5,462.0,1005.3096491487338,0.002451974754021302,0,0,0,112.263214,191.0208,4.8247514,203.3076072817155
1550.0,900.0,800.0,500.0,100.0,30,25,16,6,462.0,1206.3715789784806,0.0029423697048255623,0,0,0,117.05644,229.47342,3.6150935,211.1691287380586
1550.0,900.0,800.0,500.0,100.0,30,25,16,7,462.0,1407.4335088082273,0.0034327646556298226,0,0,0,123.32065,267.01276,2.8311949,219.0306501944017
1550.0,900.0,800.0,500.0,100.0,30,25,16,8,462.0,1608.495438637974,0.003923159606434083,0,0,0,129.58136,303.89667,2.292059,226.89217165074479
1550.0,900.0,800.0,500.0,100.0,30,25,16,9,462.0,1809.5573684677208,0.004413554557238343,0,0,0,135.59251,340.4213,1.9251539,234.75369310708788
1550.0,900.0,800.0,500.0,100.0,30,25,16,10,462.0,2010.6192982974676,0.004903949508042604,0,0,0,141.19379,376.50992,1.6579696,242.61521456343098
1550.0,900.0,800.0,500.0,100.0,30,25,16,11,462.0,2211.681228127214,0.005394344458846864,0,0,0,146.36215,411.845,1.455454,250.47673601977408
1550.0,900.0,800.0,500.0,100.0,30,25,16,12,462.0,2412.743157956961,0.005884739409651125,0,0,0,151.17764,446.74518,1.2940278,258.3382574761172
1550.0,900.0,800.0,500.0,100.0,30,25,16,13,462.0,2613.805087786708,0.006375134360455385,0,0,0,155.9763,481.40033,1.1627729,266.1997789324603
1550.0,900.0,800.0,500.0,100.0,30,25,16,14,462.0,2814.8670176164546,0.006865529311259645,0,0,0,160.73172,516.07153,1.056335,274.0613003888034
1550.0,900.0,800.0,500.0,100.0,30,25,16,15,462.0,3015.928947446201,0.007355924262063905,0,0,0,165.92638,550.07587,0.966274,281.9228218451465
1550.0,900.0,800.0,500.0,100.0,30,25,16,16,462.0,3216.990877275948,0.007846319212868167,0,0,0,171.28522,583.609,0.88927895,289.78434330148957
1550.0,900.0,800.0,500.0,100.0,30,25,16,17,462.0,3418.052807105695,0.008336714163672427,0,0,0,176.75761,616.7991,0.82381314,297.64586475783267
1550.0,900.0,800.0,500.0,100.0,30,25,16,18,462.0,3619.1147369354417,0.008827109114476686,0,0,0,181.85086,648.9023,0.7666262,305.50738621417577
1550.0,900.0,800.0,500.0,100.0,30,25,16,19,462.0,3820.176666765188,0.009317504065280946,0,0,0,186.43874,680.80524,0.71673816,313.36890767051887
1550.0,900.0,800.0,500.0,100.0,30,25,16,20,462.0,4021.238596594935,0.009807899016085208,0,0,0,190.91553,712.5201,0.6724292,321.23042912686196
1550.0,900.0,800.0,500.0,100.0,30,25,16,21,462.0,4222.300526424682,0.01029829396688947,0,0,0,195.28923,744.0574,0.6335079,329.09195058320506
1550.0,900.0,800.0,500.0,100.0,30,25,20,1,460.0,314.1592653589793,0.0007662421106316569,0,0,0,92.08843,59.430122,39.439686,176.28362727553608
1550.0,900.0,800.0,500.0,100.0,30,25,20,2,460.0,628.3185307179587,0.0015324842212633139,0,0,0,103.66745,118.319244,12.179168,188.56725455107218
1550.0,900.0,800.0,500.0,100.0,30,25,20,3,460.0,942.4777960769379,0.0022987263318949703,0,0,0,112.313805,177.05675,6.2070684,200.8508818266083
1550.0,900.0,800.0,500.0,100.0,30,25,20,4,460.0,1256.6370614359173,0.0030649684425266277,0,0,0,120.94793,236.3843,3.8830092,213.13450910214436
1550.0,900.0,800.0,500.0,100.0,30,25,20,5,460.0,1570.7963267948965,0.003831210553158284,0,0,0,129.04771,294.96066,2.7088592,225.41813637768044
1550.0,900.0,800.0,500.0,100.0,30,25,20,6,460.0,1884.9555921538758,0.004597452663789941,0,0,0,136.88443,351.96985,2.031911,237.70176365321652
1550.0,900.0,800.0,500.0,100.0,30,25,20,7,460.0,2199.114857512855,0.005363694774421598,0,0,0,143.57278,407.8817,1.6151755,249.9853909287526
1550.0,900.0,800.0,500.0,100.0,30,25,20,8,460.0,2513.2741228718346,0.006129936885053255,0,0,0,151.39023,463.49997,1.3359717,262.2690182042887
1550.0,900.0,800.0,500.0,100.0,30,25,20,9,460.0,2827.4333882308138,0.0068961789956849115,0,0,0,158.14755,518.17615,1.1369816,274.55264547982483
1550.0,900.0,800.0,500.0,100.0,30,25,20,10,460.0,3141.592653589793,0.007662421106316568,0,0,0,164.63911,571.11847,0.9860833,286.8362727553609
1550.0,900.0,800.0,500.0,100.0,30,25,20,11,460.0,3455.7519189487725,0.008428663216948226,0,0,0,170.9461,621.5057,0.8680182,299.119900030897
1550.0,900.0,800.0,500.0,100.0,30,25,20,12,460.0,3769.9111843077517,0.009194905327579881,0,0,0,177.46278,671.37726,0.77578825,311.40352730643303
1550.0,900.0,800.0,500.0,100.0,30,25,20,13,460.0,4084.070449666731,0.009961147438211538,0,0,0,184.12611,720.696,0.70163256,323.68715458196914
1550.0,900.0,800.0,500.0,100.0,30,25,20,14,460.0,4398.22971502571,0.010727389548843195,0,0,0,191.72444,769.69006,0.6393135,335.9707818575052
1550.0,900.0,800.0,500.0,100.0,30,25,20,15,460.0,4712.38898038469,0.011493631659474852,0,0,0,198.93854,818.30206,0.58726054,348.25440913304135
1550.0,900.0,800.0,500.0,100.0,30,25,20,16,460.0,5026.548245743669,0.01225987377010651,0,0,0,205.0301,864.0626,0.54272264,360.53803640857745
1550.0,900.0,800.0,500.0,100.0,30,25,20,17,460.0,5340.707511102648,0.013026115880738166,0,0,0,210.71777,903.87946,0.50311905,372.82166368411356
1550.0,900.0,800.0,500.0,100.0,30,25,20,18,460.0,5654.8667764616275,0.013792357991369823,0,0,0,216.4832,941.9089,0.46857053,385.1052909596496
1550.0,900.0,800.0,500.0,100.0,30,25,20,19,460.0,5969.026041820607,0.014558600102001482,0,0,0,222.89815,977.52563,0.4386805,397.38891823518577
1550.0,900.0,800.0,500.0,100.0,30,25,25,1,457.5,490.8738521234052,0.001197253297861964,0,0,0,100.76274,92.00281,22.027761,183.19316761802511
1550.0,900.0,800.0,500.0,100.0,30,25,25,2,457.5,981.7477042468104,0.002394506595723928,0,0,0,118.76891,184.0351,6.803625,202.3863352360503
1550.0,900.0,800.0,500.0,100.0,30,25,25,3,457.5,1472.6215563702156,0.0035917598935858914,0,0,0,131.8648,275.69604,3.4750707,221.57950285407543
